Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,206.5399932861328,207.86000061035156,205.80999755859375,206.25999450683594,194.0175323486328,1138700
2020-01-03,204.52999877929688,206.5500030517578,203.72999572753906,204.6999969482422,192.5500946044922,1076200
2020-01-06,203.80999755859375,207.5,203.4499969482422,207.36000061035156,195.0522003173828,2428900
2020-01-07,206.00999450683594,207.2100067138672,205.17999267578125,206.0500030517578,193.81996154785156,1180600
2020-01-08,207.47999572753906,209.38999938964844,206.0,207.72000122070312,195.39083862304688,1614300
2020-01-09,209.0399932861328,212.02000427246094,207.11000061035156,211.9600067138672,199.3791961669922,1277100
2020-01-10,212.1300048828125,212.1300048828125,210.24000549316406,211.6199951171875,199.0594024658203,1212800
2020-01-13,211.6199951171875,213.52999877929688,210.4499969482422,213.47000122070312,200.79957580566406,1235500
2020-01-14,213.75,216.5800018310547,213.27000427246094,215.6999969482422,202.897216796875,1434500
2020-01-15,216.0,219.11000061035156,216.0,218.49000549316406,205.52157592773438,1696500
2020-01-16,218.49000549316406,219.2899932861328,217.1999969482422,217.94000244140625,205.0042266845703,1623800
2020-01-17,219.05999755859375,220.4199981689453,218.39999389648438,219.8800048828125,206.8291015625,1147000
2020-01-21,215.41000366210938,217.92999267578125,212.72999572753906,217.72999572753906,204.8067169189453,2104100
2020-01-22,216.25999450683594,217.6199951171875,211.52999877929688,212.63999938964844,200.0188446044922,2528600
2020-01-23,209.08999633789062,211.5800018310547,206.7100067138672,208.8699951171875,196.4725799560547,2781200
2020-01-24,209.0,209.58999633789062,204.3300018310547,205.33999633789062,193.15208435058594,2420800
2020-01-27,192.00999450683594,198.24000549316406,191.07000732421875,196.99000549316406,185.29771423339844,4042600
2020-01-28,197.9600067138672,199.1300048828125,195.10000610351562,197.11000061035156,185.41058349609375,2035600
2020-01-29,198.66000366210938,200.30999755859375,197.9499969482422,198.72999572753906,186.9344024658203,1446100
2020-01-30,197.67999267578125,198.99000549316406,195.1300048828125,198.6699981689453,186.8780059814453,1497600
2020-01-31,197.60000610351562,198.7899932861328,194.6699981689453,195.16000366210938,183.5763702392578,1620600
2020-02-03,195.67999267578125,199.30999755859375,195.0399932861328,196.1999969482422,184.55462646484375,2301600
2020-02-04,199.39999389648438,202.22000122070312,198.4600067138672,200.4199981689453,188.5241241455078,2252200
2020-02-05,203.60000610351562,204.25,200.5500030517578,201.32000732421875,189.3707275390625,2293800
2020-02-06,210.97999572753906,213.4499969482422,205.11000061035156,211.52999877929688,198.9747314453125,4056300
2020-02-07,209.8699951171875,210.0,204.63999938964844,208.9600067138672,196.5572509765625,3386200
2020-02-10,207.57000732421875,209.0399932861328,205.94000244140625,208.67999267578125,196.2938995361328,1689900
2020-02-11,210.4199981689453,211.35000610351562,209.0399932861328,209.82000732421875,197.36622619628906,1468700
2020-02-12,211.36000061035156,215.00999450683594,211.16000366210938,214.7899932861328,202.04124450683594,2141100
2020-02-13,213.74000549316406,216.17999267578125,212.97000122070312,214.88999938964844,202.13526916503906,1818700
2020-02-14,215.47000122070312,215.61000061035156,213.82000732421875,215.00999450683594,202.24815368652344,1442800
2020-02-18,214.83999633789062,214.8800048828125,211.17999267578125,211.44000244140625,198.8900604248047,2122600
2020-02-19,212.5,213.47999572753906,210.4199981689453,213.1199951171875,200.4703369140625,1768500
2020-02-20,212.63999938964844,213.86000061035156,208.8800048828125,211.32000732421875,198.77719116210938,2379900
2020-02-21,209.9600067138672,210.6300048828125,208.6699981689453,209.27000427246094,196.84886169433594,1709000
2020-02-24,199.55999755859375,203.89999389648438,198.30999755859375,198.77999877929688,186.98147583007812,2494300
2020-02-25,199.55999755859375,201.22000122070312,190.72000122070312,191.42999267578125,180.06776428222656,2767800
2020-02-26,194.0,196.02999877929688,189.14999389648438,189.2899932861328,178.05474853515625,2982500
2020-02-27,185.0800018310547,188.74000549316406,182.24000549316406,182.27999877929688,171.896728515625,4176000
2020-02-28,176.77000427246094,183.72999572753906,176.44000244140625,183.60000610351562,173.14154052734375,4077000
2020-03-02,185.02000427246094,193.77999877929688,182.6199951171875,193.3300018310547,182.31729125976562,3350100
2020-03-03,192.6300048828125,195.63999938964844,186.8300018310547,188.38999938964844,177.65867614746094,3149900
2020-03-04,192.27999877929688,193.6199951171875,186.82000732421875,193.39999389648438,182.38333129882812,2815600
2020-03-05,189.1699981689453,193.13999938964844,187.4499969482422,189.6199951171875,178.8186492919922,2851600
2020-03-06,184.4499969482422,193.1199951171875,183.27999877929688,191.9499969482422,181.01589965820312,2384600
2020-03-09,179.39999389648438,182.36000061035156,174.92999267578125,177.89999389648438,167.7662353515625,3035900
2020-03-10,182.8699951171875,187.69000244140625,177.50999450683594,187.3800048828125,176.70623779296875,2340300
2020-03-11,182.50999450683594,184.5500030517578,169.55999755859375,172.50999450683594,162.68324279785156,3040400
2020-03-12,159.8000030517578,166.67999267578125,152.47000122070312,157.35000610351562,148.3868408203125,3958500
2020-03-13,165.2899932861328,172.5500030517578,157.11000061035156,172.22000122070312,162.4097900390625,2880600
2020-03-16,150.5,156.49000549316406,146.97999572753906,148.97999572753906,140.49362182617188,3512100
2020-03-17,151.41000366210938,159.4499969482422,140.94000244140625,153.74000549316406,144.9824676513672,3612800
2020-03-18,143.17999267578125,157.0,137.00999450683594,156.24000549316406,147.34005737304688,4214500
2020-03-19,150.52999877929688,163.08999633789062,139.83999633789062,156.50999450683594,147.5946807861328,4292300
2020-03-20,158.5500030517578,159.25,148.97000122070312,151.0,142.39857482910156,3681100
2020-03-23,149.77999877929688,151.97000122070312,140.32000732421875,144.3800048828125,136.1556396484375,2868200
2020-03-24,151.0800018310547,159.72999572753906,147.27000427246094,157.8300018310547,148.8395233154297,2702900
2020-03-25,158.88999938964844,174.82000732421875,156.64999389648438,167.75999450683594,158.20384216308594,2988000
2020-03-26,169.60000610351562,176.47999572753906,166.1699981689453,172.97999572753906,163.12648010253906,2553700
2020-03-27,167.47999572753906,168.7899932861328,159.07000732421875,160.67999267578125,151.52713012695312,1882100
2020-03-30,160.3800048828125,167.9199981689453,160.1300048828125,165.22999572753906,155.81796264648438,1890000
2020-03-31,163.5500030517578,163.6199951171875,158.49000549316406,159.33999633789062,150.26345825195312,2209200
2020-04-01,153.02999877929688,155.52999877929688,151.05999755859375,153.3800048828125,144.6429901123047,1822200
2020-04-02,151.80999755859375,155.1199951171875,147.33999633789062,149.2100067138672,140.71051025390625,1888700
2020-04-03,148.57000732421875,154.38999938964844,147.16000366210938,154.0800018310547,145.3031005859375,1589400
2020-04-06,158.32000732421875,162.0,157.02999877929688,160.5,151.3573760986328,1792900
2020-04-07,165.33999633789062,166.63999938964844,162.33999633789062,163.1699981689453,153.8753204345703,1827100
2020-04-08,163.5500030517578,166.75999450683594,162.1300048828125,165.72999572753906,156.28948974609375,1749000
