Date,Open,High,Low,Close,Adj Close,Volume
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,62.786930084228516,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.18740463256836,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,61.905029296875,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.7786979675293,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.52809143066406,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.50471878051758,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.64955520629883,129880000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.765987396240234,201820400
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.02743911743164,202887200
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.64059448242188,168895200
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.10704803466797,161834800
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.38495635986328,131022800
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.73759460449219,194994800
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.10107421875,131154400
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.65013885498047,157125200
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.705078125,215250000
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.27899169921875,130015200
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.19937896728516,180991600
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.07734680175781,116862400
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,66.81739807128906,124814400
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.74637603759766,126161200
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,68.79499053955078,117087600
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.67984008789062,112004800
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,69.90278625488281,137280800
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.37747955322266,183064000
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.2283706665039,240616800
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.22200012207031,133568000
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.29095458984375,147751200
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.03681182861328,142333600
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,73.79236602783203,115215200
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.54875946044922,133838400
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,76.7375259399414,145946400
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,75.8605728149414,162301200
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,74.94462585449219,200622400
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.40502166748047,158929200
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,74.95921325683594,166348400
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,76.72537231445312,135178400
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.28199768066406,101729600
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,77.76556396484375,111504800
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.1857681274414,102688800
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.68272399902344,81803200
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.15653228759766,125522000
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.4926986694336,112945200
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.52682495117188,133560800
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.45126342773438,153532400
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.40379333496094,80791200
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,78.7667465209961,87642800
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.20037078857422,104491200
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,78.51827239990234,87560400
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,80.75454711914062,137250400
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.23202514648438,95654400
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,83.79715728759766,147712400
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,85.95305633544922,166651600
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,81.826416015625,201662400
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,82.53287506103516,200146000
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,83.55355834960938,138808800
2020-06-16,87.86499786376953,88.30000305175781,86.18000030517578,88.0199966430664,85.76791381835938,165428800
2020-06-17,88.7874984741211,88.8499984741211,87.77249908447266,87.89749908447266,85.6485366821289,114406400
2020-06-18,87.85250091552734,88.36250305175781,87.30500030517578,87.93250274658203,85.68265533447266,96820400
2020-06-19,88.66000366210938,89.13999938964844,86.2874984741211,87.43000030517578,85.1930160522461,264476000
2020-06-22,87.83499908447266,89.86499786376953,87.7874984741211,89.71749877929688,87.4219970703125,135445200
2020-06-23,91.0,93.09500122070312,90.56749725341797,91.63249969482422,89.2879867553711,212155600
2020-06-24,91.25,92.19750213623047,89.62999725341797,90.01499938964844,87.71187591552734,192623200
2020-06-25,90.17500305175781,91.25,89.39250183105469,91.20999908447266,88.87630462646484,137522400
2020-06-26,91.10250091552734,91.33000183105469,88.25499725341797,88.40750122070312,86.14549255371094,205256800
2020-06-29,88.3125,90.5425033569336,87.81999969482422,90.44499969482422,88.1308822631836,130646000
2020-06-30,90.0199966430664,91.49500274658203,90.0,91.19999694824219,88.86656188964844,140223200
2020-07-01,91.27999877929688,91.83999633789062,90.97750091552734,91.02749633789062,88.6984634399414,110737200
2020-07-02,91.9625015258789,92.61750030517578,90.91000366210938,91.02749633789062,88.6984634399414,114041600
2020-07-06,92.5,93.94499969482422,92.46749877929688,93.4625015258789,91.07117462158203,118655600
2020-07-07,93.85250091552734,94.65499877929688,93.05750274658203,93.17250061035156,90.78857421875,112424400
2020-07-08,94.18000030517578,95.375,94.08999633789062,95.34249877929688,92.90306091308594,117092000
2020-07-09,96.26249694824219,96.31749725341797,94.67250061035156,95.75250244140625,93.30256652832031,125642800
2020-07-10,95.33499908447266,95.9800033569336,94.70500183105469,95.91999816894531,93.46578979492188,90257200
2020-07-13,97.26499938964844,99.95500183105469,95.25749969482422,95.47750091552734,93.03462219238281,191649200
2020-07-14,94.83999633789062,97.25499725341797,93.87750244140625,97.05750274658203,94.5741958618164,170989200
2020-07-15,98.98999786376953,99.24749755859375,96.48999786376953,97.7249984741211,95.224609375,153198000
2020-07-16,96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.05286407470703,110577600
2020-07-17,96.98750305175781,97.14749908447266,95.83999633789062,96.32749938964844,93.86285400390625,92186800
2020-07-20,96.4175033569336,98.5,96.0625,98.35749816894531,95.84091186523438,90318000
2020-07-21,99.17250061035156,99.25,96.74250030517578,97.0,94.51815795898438,103433200
2020-07-22,96.69249725341797,97.9749984741211,96.60250091552734,97.27249908447266,94.78367614746094,89001600
2020-07-23,96.99749755859375,97.07749938964844,92.01000213623047,92.84500122070312,90.4694595336914,197004400
2020-07-24,90.98750305175781,92.97000122070312,89.1449966430664,92.61499786376953,90.24534606933594,185438800
2020-07-27,93.70999908447266,94.90499877929688,93.4800033569336,94.80999755859375,92.38419342041016,121214000
2020-07-28,94.36750030517578,94.55000305175781,93.24749755859375,93.25250244140625,90.8665542602539,103625600
2020-07-29,93.75,95.2300033569336,93.7125015258789,95.04000091552734,92.60830688476562,90329200
2020-07-30,94.1875,96.29750061035156,93.76750183105469,96.19000244140625,93.7288818359375,158130000
2020-07-31,102.88500213623047,106.41500091552734,100.82499694824219,106.26000213623047,103.54122924804688,374336800
2020-08-03,108.19999694824219,111.63749694824219,107.89250183105469,108.9375,106.15021514892578,308151200
2020-08-04,109.13249969482422,110.79000091552734,108.38749694824219,109.66500091552734,106.8591079711914,173071600
2020-08-05,109.37750244140625,110.39250183105469,108.89749908447266,110.0625,107.2464370727539,121776800
2020-08-06,110.40499877929688,114.4124984741211,109.79750061035156,113.90249633789062,110.98819732666016,202428800
2020-08-07,113.20500183105469,113.67500305175781,110.2925033569336,111.11250305175781,108.46477508544922,198045600
2020-08-10,112.5999984741211,113.7750015258789,110.0,112.72750091552734,110.04131317138672,212403600
2020-08-11,111.97000122070312,112.48249816894531,109.10749816894531,109.375,106.76869201660156,187902400
2020-08-12,110.49749755859375,113.2750015258789,110.29750061035156,113.01000213623047,110.31706237792969,165598000
2020-08-13,114.43000030517578,116.0425033569336,113.92749786376953,115.01000213623047,112.26941680908203,210082000
2020-08-14,114.83000183105469,115.0,113.04499816894531,114.90750122070312,112.16934967041016,165565200
2020-08-17,116.0625,116.0875015258789,113.9625015258789,114.60749816894531,111.87651062011719,119561600
2020-08-18,114.35250091552734,116.0,114.00749969482422,115.5625,112.80875396728516,105633600
2020-08-19,115.98249816894531,117.1624984741211,115.61000061035156,115.7074966430664,112.9502944946289,145538000
2020-08-20,115.75,118.39250183105469,115.73249816894531,118.2750015258789,115.45662689208984,126907200
2020-08-21,119.26249694824219,124.86750030517578,119.25,124.37000274658203,121.40637969970703,338054800
2020-08-24,128.69749450683594,128.78500366210938,123.9375,125.85749816894531,122.8584213256836,345937600
2020-08-25,124.69750213623047,125.18000030517578,123.05249786376953,124.82499694824219,121.85053253173828,211495600
2020-08-26,126.18000030517578,126.99250030517578,125.0824966430664,126.52249908447266,123.507568359375,163022400
2020-08-27,127.14250183105469,127.48500061035156,123.8324966430664,125.01000213623047,122.03112030029297,155552400
2020-08-28,126.01249694824219,126.44249725341797,124.57749938964844,124.80750274658203,121.83345031738281,187630000
2020-08-31,127.58000183105469,131.0,126.0,129.0399932861328,125.965087890625,225702700
2020-09-01,132.75999450683594,134.8000030517578,130.52999877929688,134.17999267578125,130.9825897216797,151948100
2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,128.2688446044922,200119000
2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,117.99952697753906,257599600
2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,118.07762908935547,332607200
2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,110.131591796875,231366600
2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,114.52436065673828,176940500
2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,110.78561401367188,182274400
2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,109.33113861083984,180860300
2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,112.611083984375,140150100
2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,112.78679656982422,184642000
2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,109.4580307006836,154679000
2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,107.71068572998047,178011000
2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,104.2940902709961,287104900
2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,107.45689392089844,195713800
2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,109.14566802978516,183055400
2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,104.56744384765625,150718700
2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,105.64119720458984,167743300
2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,109.60445404052734,149981400
2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,112.2206039428711,137672400
2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,111.37132263183594,99382200
2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,113.05034637451172,142675200
2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,114.00700378417969,116120400
2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,110.32682800292969,144712000
2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,113.72389221191406,106243800
2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,110.46349334716797,161498200
2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,112.3377456665039,96849000
2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,112.2303695678711,83477200
2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,114.18270111083984,100506900
2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,121.43565368652344,240226800
2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,118.21429443359375,262330500
2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,118.3021469116211,150712000
2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,117.83358764648438,112559200
2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,116.183837890625,115393800
2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,113.21631622314453,120639300
2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,114.70982360839844,124423700
2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,114.0850830078125,89946000
2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,112.99177551269531,101988000
2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,112.2987060546875,82572600
2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,112.3084716796875,111850700
2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,113.82152557373047,92276800
2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,108.55020141601562,143937800
2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,112.57202911376953,146129200
2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,106.26594543457031,190272600
2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,106.1781005859375,122866900
2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,107.80831146240234,107624400
2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,112.21085357666016,138235500
2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,116.19361877441406,126387100
2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,116.06159973144531,114457900
2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,113.74408721923828,154515300
2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,113.40186309814453,138023400
2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,116.84388732910156,112295000
2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,116.57009887695312,103162300
2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,116.61898803710938,81581900
2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,117.63595581054688,91183000
2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,116.74610900878906,74271000
2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,115.41622161865234,76322100
2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,116.01271057128906,74113000
2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,114.74151611328125,73604300
2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,111.32879638671875,127959300
2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,112.61956024169922,113874200
2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,113.46051025390625,76499200
2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,114.00810241699219,46691300
2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,116.41363525390625,169410200
2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,120.00236511230469,127728200
2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,120.3543930053711,89004200
2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,120.21749114990234,78967600
2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,119.54275512695312,78260400
2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,121.00955200195312,86712000
2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,121.62560272216797,82225500
2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,119.08316802978516,115089200
2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,120.51084899902344,81312200
2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,119.6992416381836,86939800
2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,119.08316802978516,79184500
2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,125.04808807373047,157243700
2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,124.97965240478516,98208600
2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,125.84996032714844,94359800
2020-12-18,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,123.85513305664062,192541500
2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,125.39034271240234,121251600
2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,128.95953369140625,168904800
2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,128.0598907470703,88223700
2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,129.0475311279297,54930100
2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,133.6630096435547,124486200
2020-12-29,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,131.88331604003906,121047300
2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,130.7587432861328,96452100
2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,129.75157165527344,99116600
2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,126.54424285888672,143301900
2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,128.10874938964844,97664900
2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,123.79644775390625,155088000
2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,128.020751953125,109578200
2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,129.12574768066406,105158200
2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,126.12374877929688,100384500
2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,125.94771575927734,91951100
2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,127.99144744873047,88636800
2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,126.05529022216797,90221800
2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,124.32447052001953,111598500
2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,124.99919128417969,90757300
2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,129.10618591308594,104319500
2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,133.83900451660156,120150900
2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,135.99029541015625,114459400
2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,139.75502014160156,157611700
2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,139.9897003173828,98390600
2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,138.91409301757812,140843800
2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,134.05416870117188,142621100
2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,129.03778076171875,177523800
2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,131.1694793701172,106239800
2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,132.0006561279297,83305400
2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,130.97389221191406,89880900
2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,134.3474578857422,84183100
2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,133.93128967285156,75693800
2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,134.0782012939453,71297200
2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,133.19680786132812,76774200
2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,132.58963012695312,73046600
2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,132.3349609375,64280000
